3.790,2.231,3.763,2.207,0.116,-0.200,1.267,-2.615
3.538,-0.704,2.128,1.006,0.118,-0.205,1.367,-2.614
4.297,-3.032,-1.051,5.776,0.107,-0.189,1.389,-2.655
2.165,1.038,-4.188,10.723,0.101,-0.173,1.470,-2.697
0.866,0.538,-13.657,26.063,0.070,-0.117,1.553,-2.764
-1.657,4.455,-15.973,30.822,0.054,-0.094,1.479,-2.720
-3.671,6.613,-18.017,30.136,0.049,-0.079,1.508,-2.498
-6.493,4.477,-17.651,19.636,0.024,-0.042,1.177,-1.503
-6.143,4.012,-14.951,17.304,0.016,-0.034,0.944,-1.290
-5.990,3.034,-14.047,12.553,0.008,-0.024,0.800,-0.931
-6.203,1.419,-12.557,7.797,0.002,-0.019,0.655,-0.628
-5.708,-0.053,-10.474,4.060,-0.005,-0.013,0.461,-0.360
-5.919,-0.542,-9.643,2.126,-0.008,-0.010,0.381,-0.234
-6.309,-0.324,-9.245,1.480,-0.011,-0.009,0.325,-0.181
-5.324,-0.914,-7.348,0.146,-0.015,-0.007,0.185,-0.090
-4.988,-0.954,-6.699,-0.348,-0.016,-0.006,0.135,-0.056
-4.831,-0.598,-6.196,0.662,-0.017,-0.005,0.097,-0.098
-4.759,-0.298,-6.083,0.756,-0.018,-0.004,0.077,-0.083
-4.404,-0.792,-4.795,0.236,-0.018,-0.003,0.009,-0.053
-4.330,-1.263,-4.357,-0.678,-0.019,-0.003,-0.014,-0.006
-4.036,-1.067,-4.102,-0.885,-0.019,-0.003,-0.027,0.007
-3.963,-0.503,-3.831,-0.237,-0.018,-0.003,-0.036,-0.024
-3.611,-0.868,-3.520,-0.345,-0.018,-0.003,-0.047,-0.019
-3.548,-0.455,-3.200,-0.181,-0.017,-0.003,-0.057,-0.024
-2.796,-0.539,-2.144,0.044,-0.017,-0.003,-0.102,-0.034
-2.388,-0.193,-1.691,0.712,-0.015,-0.002,-0.105,-0.057
-2.410,0.159,-2.096,0.822,-0.014,-0.001,-0.073,-0.057
-0.620,0.382,0.456,1.049,-0.012,0.000,-0.176,-0.052
