3.589,-10.818,-20.100,-26.177,-16.000,-0.331,-43.981,-18.466,3.936,-15.262,-16.000,0.011,17.490,-11.955
3.919,-10.841,-19.816,-26.398,-16.000,-0.346,-43.925,-18.427,4.250,-15.240,-16.000,0.006,17.548,-11.999
3.698,-10.845,-19.730,-26.337,-16.000,-0.331,-43.992,-18.453,4.236,-15.171,-16.000,-0.000,17.523,-11.980
3.772,-10.814,-19.844,-26.003,-16.000,-0.322,-44.070,-18.460,4.462,-15.470,-16.000,-0.007,17.546,-12.010
3.886,-10.811,-19.934,-26.171,-16.000,-0.334,-44.095,-18.385,4.618,-15.418,-16.000,0.013,17.547,-12.009
3.887,-10.823,-19.940,-26.230,-16.000,-0.334,-44.095,-18.370,4.710,-15.411,-16.000,0.013,17.545,-12.009
3.648,-10.833,-20.057,-26.292,-16.000,-0.322,-44.034,-18.397,4.119,-15.495,-16.000,0.000,17.508,-11.982
3.771,-10.837,-19.955,-26.468,-16.000,-0.340,-43.845,-18.444,3.780,-15.463,-16.000,-0.000,17.511,-11.993
3.779,-10.865,-19.723,-26.226,-16.000,-0.340,-43.838,-18.497,4.109,-15.172,-16.000,0.003,17.517,-11.981
3.602,-10.802,-20.179,-26.496,-16.000,-0.333,-43.928,-18.503,3.859,-15.418,-16.000,-0.000,17.519,-12.004
3.830,-10.760,-19.934,-26.135,-16.000,-0.331,-43.732,-18.505,3.844,-15.321,-16.000,0.004,17.541,-12.003
3.783,-10.778,-19.947,-26.024,-16.000,-0.336,-43.990,-18.506,4.168,-15.319,-16.000,0.007,17.553,-12.014
3.789,-10.781,-19.864,-26.046,-16.000,-0.334,-43.827,-18.474,3.993,-15.361,-16.000,0.006,17.546,-11.996
3.678,-10.789,-19.892,-26.070,-16.000,-0.334,-43.876,-18.481,4.064,-15.352,-16.000,0.006,17.542,-12.000
3.843,-10.793,-19.825,-26.122,-16.000,-0.335,-43.891,-18.486,4.079,-15.357,-16.000,-0.007,17.554,-12.010
3.693,-10.817,-19.874,-26.043,-16.000,-0.335,-43.939,-18.523,4.046,-15.453,-16.000,-0.005,17.525,-11.984
3.863,-10.846,-19.585,-26.111,-16.000,-0.334,-43.845,-18.465,4.066,-15.521,-16.000,-0.005,17.555,-12.001
3.610,-10.832,-19.907,-26.127,-16.000,-0.337,-43.941,-18.510,4.216,-15.519,-16.000,0.000,17.544,-12.015
3.874,-10.833,-19.375,-25.991,-16.000,-0.329,-43.736,-18.516,3.935,-15.334,-16.000,0.001,17.527,-11.971
3.634,-10.849,-19.824,-25.974,-16.000,-0.319,-43.902,-18.502,4.283,-15.469,-16.000,-0.003,17.534,-12.000
3.887,-10.751,-19.758,-26.123,-16.000,-0.340,-43.915,-18.496,4.158,-15.751,-16.000,0.006,17.551,-12.009
3.784,-10.840,-20.077,-26.239,-16.000,-0.335,-43.907,-18.486,4.011,-15.362,-16.000,-0.004,17.542,-11.999
3.897,-10.808,-19.708,-26.054,-16.000,-0.331,-43.916,-18.470,4.039,-15.562,-16.000,-0.006,17.582,-12.032
3.835,-10.775,-19.785,-26.116,-16.000,-0.332,-43.990,-18.442,4.299,-15.624,-16.000,0.001,17.580,-12.039
3.888,-10.843,-19.762,-26.079,-16.000,-0.332,-44.031,-18.460,4.140,-15.527,-16.000,0.002,17.570,-12.007
3.782,-10.841,-19.765,-26.102,-16.000,-0.331,-44.096,-18.449,4.531,-15.672,-16.000,0.001,17.571,-12.026
3.739,-10.789,-19.981,-25.811,-16.000,-0.321,-44.150,-18.475,4.585,-15.675,-16.000,-0.004,17.576,-12.033
3.927,-10.787,-19.751,-25.808,-16.000,-0.327,-44.021,-18.443,4.341,-15.539,-16.000,-0.010,17.602,-12.050
3.845,-10.826,-19.485,-26.122,-16.000,-0.332,-44.094,-18.438,4.423,-15.593,-16.000,-0.003,17.564,-12.001
